ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default"
,variation,,"Mens Workout Shorts",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121222,,,,,,,Size," XL",,1,,Gender," Women",,1,
,variation,,"Mens Workout Shorts",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121222,,,,,,,Size," 2XL",,1,,Gender," Women",,1,
,variation,,"Mens Workout Shorts",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121222,,,,,,,Size,3XL,,1,,Gender," Women",,1,
,variable,12121232,"MANDA Black Mens Short Cotton Bermuda Pants with Four Pockets Natural Herbal Dyed Sacred Geometry Elastic Waist Festival Yoga Rave AJJAYA",1,0,visible,,"
    If you want both-sided printing, please add the product in this link to your cart as much as the T-shirt quantity.
https://www.etsy.com/listing/911568734/both-side-printFore bulk orders (10 pieces or more),Please contact with us and we can provide you more discounts.
Please be aware of that we can not make changes on the design. Thank you for your understanding.

This customized gift can be used by all the members of family, it will be the best wanderlust, travel apparel unisex personalized shirt ever!

👉 Product Details:The T-Shirts, Hoodies, Youth, Toddler and Baby Suits are unisex.👈


👉Reading the Sizing Chart: Please note that the sizing chart includes the measurements of one side of the shirt, not the circumference. 👈

👉Please review all the sizing charts that were added in the product pictures.

👉How Do I Order👈
1️⃣ Please review all the information provided before placing an order
2️⃣ Select the shirt type and size using the drop down menu.
3️⃣ Select the color of the shirt using the following drop down menu.
4️⃣ Please add the vinyl color (white or black) in the optional message section of the order.
5️⃣ Need more Items? Add the current item in the cart. And If you like to add more items to your order please press the back button and repeat steps 1-4 again.
6️⃣ Once all your desired items are in your cart you may complete your order by entering your payment method, desired shipping address and click submit.


We are working with 3 different shirt brands. If you want specific one please send message to us. Otherwise available brand will be shipped.

👉When Can I Expect My Order 👈
Processing Time: 2-5 days
During holidays please expect delays as the amount of orders are slightly higher than usual, although we will do our best to get your order to you as soon as possible.

👉Shipping Time👈
First Class shipping will take 1-5 business days
Priority shipping which includes tracking will take 2-3 business days.

👉Care Instructions 👈
Wash items inside out in cold water, do not bleach, do not dry clean, do not iron directly on the design.

👉Returns👈
All items are made-to-order. Because of the nature of these items, unless they arrive damaged or defective, I cant",,,taxable,,1,100,,0,0,,,,,1,,,,Short,Short,,"https://i.etsystatic.com/13032101/r/il/94b846/2826093009/il_fullxfull.2826093009_dlzr.jpg,https://i.etsystatic.com/13032101/r/il/ba9394/2778405444/il_fullxfull.2778405444_e9sn.jpg,https://i.etsystatic.com/13032101/r/il/255013/2778404676/il_fullxfull.2778404676_pwbp.jpg,https://i.etsystatic.com/13032101/r/il/7777ef/2826084675/il_fullxfull.2826084675_3aha.jpg,https://i.etsystatic.com/13032101/r/il/ca3fc9/2778404356/il_fullxfull.2778404356_8sr3.jpg,https://i.etsystatic.com/13032101/r/il/cd0c9d/2778404506/il_fullxfull.2778404506_m5so.jpg,https://i.etsystatic.com/13032101/r/il/0559e7/2778404164/il_fullxfull.2778404164_9ajj.jpg,https://i.etsystatic.com/13032101/r/il/6bbbe4/2778405864/il_fullxfull.2778405864_fu7t.jpg",,,,,,,,,,Size,"S, M, L, XL, 2XL,3XL",0,1,"Adult Unisex Shirt / S",Gender,"Men, Women",0,1,Men
,variation,,"MANDA Black Mens Short Cotton Bermuda Pants with Four Pockets Natural Herbal Dyed Sacred Geometry Elastic Waist Festival Yoga Rave AJJAYA",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121232,,,,,,,Size,S,,1,,Gender,Men,,1,
,variation,,"MANDA Black Mens Short Cotton Bermuda Pants with Four Pockets Natural Herbal Dyed Sacred Geometry Elastic Waist Festival Yoga Rave AJJAYA",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121232,,,,,,,Size," M",,1,,Gender,Men,,1,
,variation,,"MANDA Black Mens Short Cotton Bermuda Pants with Four Pockets Natural Herbal Dyed Sacred Geometry Elastic Waist Festival Yoga Rave AJJAYA",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121232,,,,,,,Size," L",,1,,Gender,Men,,1,
,variation,,"MANDA Black Mens Short Cotton Bermuda Pants with Four Pockets Natural Herbal Dyed Sacred Geometry Elastic Waist Festival Yoga Rave AJJAYA",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121232,,,,,,,Size," XL",,1,,Gender,Men,,1,
,variation,,"MANDA Black Mens Short Cotton Bermuda Pants with Four Pockets Natural Herbal Dyed Sacred Geometry Elastic Waist Festival Yoga Rave AJJAYA",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121232,,,,,,,Size," 2XL",,1,,Gender,Men,,1,
,variation,,"MANDA Black Mens Short Cotton Bermuda Pants with Four Pockets Natural Herbal Dyed Sacred Geometry Elastic Waist Festival Yoga Rave AJJAYA",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121232,,,,,,,Size,3XL,,1,,Gender,Men,,1,
,variation,,"MANDA Black Mens Short Cotton Bermuda Pants with Four Pockets Natural Herbal Dyed Sacred Geometry Elastic Waist Festival Yoga Rave AJJAYA",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121232,,,,,,,Size,S,,1,,Gender," Women",,1,
,variation,,"MANDA Black Mens Short Cotton Bermuda Pants with Four Pockets Natural Herbal Dyed Sacred Geometry Elastic Waist Festival Yoga Rave AJJAYA",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121232,,,,,,,Size," M",,1,,Gender," Women",,1,
,variation,,"MANDA Black Mens Short Cotton Bermuda Pants with Four Pockets Natural Herbal Dyed Sacred Geometry Elastic Waist Festival Yoga Rave AJJAYA",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121232,,,,,,,Size," L",,1,,Gender," Women",,1,
,variation,,"MANDA Black Mens Short Cotton Bermuda Pants with Four Pockets Natural Herbal Dyed Sacred Geometry Elastic Waist Festival Yoga Rave AJJAYA",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121232,,,,,,,Size," XL",,1,,Gender," Women",,1,
,variation,,"MANDA Black Mens Short Cotton Bermuda Pants with Four Pockets Natural Herbal Dyed Sacred Geometry Elastic Waist Festival Yoga Rave AJJAYA",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121232,,,,,,,Size," 2XL",,1,,Gender," Women",,1,
,variation,,"MANDA Black Mens Short Cotton Bermuda Pants with Four Pockets Natural Herbal Dyed Sacred Geometry Elastic Waist Festival Yoga Rave AJJAYA",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121232,,,,,,,Size,3XL,,1,,Gender," Women",,1,
,variable,12121242,"Athletic Fit Floral Short - 5 Inch Inseam - Black",1,0,visible,,"
    If you want both-sided printing, please add the product in this link to your cart as much as the T-shirt quantity.
https://www.etsy.com/listing/911568734/both-side-printFore bulk orders (10 pieces or more),Please contact with us and we can provide you more discounts.
Please be aware of that we can not make changes on the design. Thank you for your understanding.

This customized gift can be used by all the members of family, it will be the best wanderlust, travel apparel unisex personalized shirt ever!

👉 Product Details:The T-Shirts, Hoodies, Youth, Toddler and Baby Suits are unisex.👈


👉Reading the Sizing Chart: Please note that the sizing chart includes the measurements of one side of the shirt, not the circumference. 👈

👉Please review all the sizing charts that were added in the product pictures.

👉How Do I Order👈
1️⃣ Please review all the information provided before placing an order
2️⃣ Select the shirt type and size using the drop down menu.
3️⃣ Select the color of the shirt using the following drop down menu.
4️⃣ Please add the vinyl color (white or black) in the optional message section of the order.
5️⃣ Need more Items? Add the current item in the cart. And If you like to add more items to your order please press the back button and repeat steps 1-4 again.
6️⃣ Once all your desired items are in your cart you may complete your order by entering your payment method, desired shipping address and click submit.


We are working with 3 different shirt brands. If you want specific one please send message to us. Otherwise available brand will be shipped.

👉When Can I Expect My Order 👈
Processing Time: 2-5 days
During holidays please expect delays as the amount of orders are slightly higher than usual, although we will do our best to get your order to you as soon as possible.

👉Shipping Time👈
First Class shipping will take 1-5 business days
Priority shipping which includes tracking will take 2-3 business days.

👉Care Instructions 👈
Wash items inside out in cold water, do not bleach, do not dry clean, do not iron directly on the design.

👉Returns👈
All items are made-to-order. Because of the nature of these items, unless they arrive damaged or defective, I cant",,,taxable,,1,100,,0,0,,,,,1,,,,Short,Short,,"https://i.etsystatic.com/40112365/r/il/2cea30/4497246572/il_fullxfull.4497246572_1mnp.jpg,https://i.etsystatic.com/40112365/r/il/03cb23/4544612653/il_fullxfull.4544612653_f3i3.jpg,https://i.etsystatic.com/40112365/r/il/949e18/4497247144/il_fullxfull.4497247144_t2jh.jpg,https://i.etsystatic.com/40112365/r/il/4e6d4e/4544612871/il_fullxfull.4544612871_ncpd.jpg,https://i.etsystatic.com/40112365/r/il/cd3846/4544611447/il_fullxfull.4544611447_l18b.jpg,https://i.etsystatic.com/40112365/r/il/0f2d4a/4497246134/il_fullxfull.4497246134_d1pn.jpg,https://i.etsystatic.com/40112365/r/il/6021ca/4497247218/il_fullxfull.4497247218_1wr8.jpg,",,,,,,,,,,Size,"S, M, L, XL, 2XL,3XL",0,1,"Adult Unisex Shirt / S",Gender,"Men, Women",0,1,Men
,variation,,"Athletic Fit Floral Short - 5 Inch Inseam - Black",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121242,,,,,,,Size,S,,1,,Gender,Men,,1,
,variation,,"Athletic Fit Floral Short - 5 Inch Inseam - Black",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121242,,,,,,,Size," M",,1,,Gender,Men,,1,
,variation,,"Athletic Fit Floral Short - 5 Inch Inseam - Black",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121242,,,,,,,Size," L",,1,,Gender,Men,,1,
,variation,,"Athletic Fit Floral Short - 5 Inch Inseam - Black",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121242,,,,,,,Size," XL",,1,,Gender,Men,,1,
,variation,,"Athletic Fit Floral Short - 5 Inch Inseam - Black",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121242,,,,,,,Size," 2XL",,1,,Gender,Men,,1,
,variation,,"Athletic Fit Floral Short - 5 Inch Inseam - Black",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121242,,,,,,,Size,3XL,,1,,Gender,Men,,1,
,variation,,"Athletic Fit Floral Short - 5 Inch Inseam - Black",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121242,,,,,,,Size,S,,1,,Gender," Women",,1,
,variation,,"Athletic Fit Floral Short - 5 Inch Inseam - Black",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121242,,,,,,,Size," M",,1,,Gender," Women",,1,
,variation,,"Athletic Fit Floral Short - 5 Inch Inseam - Black",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121242,,,,,,,Size," L",,1,,Gender," Women",,1,
,variation,,"Athletic Fit Floral Short - 5 Inch Inseam - Black",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121242,,,,,,,Size," XL",,1,,Gender," Women",,1,
,variation,,"Athletic Fit Floral Short - 5 Inch Inseam - Black",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121242,,,,,,,Size," 2XL",,1,,Gender," Women",,1,
,variation,,"Athletic Fit Floral Short - 5 Inch Inseam - Black",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121242,,,,,,,Size,3XL,,1,,Gender," Women",,1,
,variable,12121252,"Suvi NYC Men's leather shorts. Lambskin. Classy. Elegant. 100 % Turkish leather.  Luxurious leather shorths.  Elastic waist band.",1,0,visible,,"
    If you want both-sided printing, please add the product in this link to your cart as much as the T-shirt quantity.
https://www.etsy.com/listing/911568734/both-side-printFore bulk orders (10 pieces or more),Please contact with us and we can provide you more discounts.
Please be aware of that we can not make changes on the design. Thank you for your understanding.

This customized gift can be used by all the members of family, it will be the best wanderlust, travel apparel unisex personalized shirt ever!

👉 Product Details:The T-Shirts, Hoodies, Youth, Toddler and Baby Suits are unisex.👈


👉Reading the Sizing Chart: Please note that the sizing chart includes the measurements of one side of the shirt, not the circumference. 👈

👉Please review all the sizing charts that were added in the product pictures.

👉How Do I Order👈
1️⃣ Please review all the information provided before placing an order
2️⃣ Select the shirt type and size using the drop down menu.
3️⃣ Select the color of the shirt using the following drop down menu.
4️⃣ Please add the vinyl color (white or black) in the optional message section of the order.
5️⃣ Need more Items? Add the current item in the cart. And If you like to add more items to your order please press the back button and repeat steps 1-4 again.
6️⃣ Once all your desired items are in your cart you may complete your order by entering your payment method, desired shipping address and click submit.


We are working with 3 different shirt brands. If you want specific one please send message to us. Otherwise available brand will be shipped.

👉When Can I Expect My Order 👈
Processing Time: 2-5 days
During holidays please expect delays as the amount of orders are slightly higher than usual, although we will do our best to get your order to you as soon as possible.

👉Shipping Time👈
First Class shipping will take 1-5 business days
Priority shipping which includes tracking will take 2-3 business days.

👉Care Instructions 👈
Wash items inside out in cold water, do not bleach, do not dry clean, do not iron directly on the design.

👉Returns👈
All items are made-to-order. Because of the nature of these items, unless they arrive damaged or defective, I cant",,,taxable,,1,100,,0,0,,,,,1,,,,Short,Short,,"https://i.etsystatic.com/34426043/r/il/7f1dbd/4925031149/il_fullxfull.4925031149_g6il.jpg,https://i.etsystatic.com/34426043/r/il/5d24f0/4876759152/il_fullxfull.4876759152_j14w.jpg,https://i.etsystatic.com/34426043/r/il/6daba1/4925025775/il_fullxfull.4925025775_1vvk.jpg,https://i.etsystatic.com/34426043/r/il/338292/4876759098/il_fullxfull.4876759098_sjf4.jpg,https://i.etsystatic.com/34426043/r/il/1569ed/4876759122/il_fullxfull.4876759122_bnt2.jpg,https://i.etsystatic.com/34426043/r/il/35ca3d/4925025797/il_fullxfull.4925025797_cwru.jpg,https://i.etsystatic.com/34426043/r/il/c2841f/4876759110/il_fullxfull.4876759110_65mb.jpg,https://i.etsystatic.com/34426043/r/il/6d47d4/4925025799/il_fullxfull.4925025799_5cgz.jpg",,,,,,,,,,Size,"S, M, L, XL, 2XL,3XL",0,1,"Adult Unisex Shirt / S",Gender,"Men, Women",0,1,Men
,variation,,"Suvi NYC Men's leather shorts. Lambskin. Classy. Elegant. 100 % Turkish leather.  Luxurious leather shorths.  Elastic waist band.",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121252,,,,,,,Size,S,,1,,Gender,Men,,1,
,variation,,"Suvi NYC Men's leather shorts. Lambskin. Classy. Elegant. 100 % Turkish leather.  Luxurious leather shorths.  Elastic waist band.",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121252,,,,,,,Size," M",,1,,Gender,Men,,1,
,variation,,"Suvi NYC Men's leather shorts. Lambskin. Classy. Elegant. 100 % Turkish leather.  Luxurious leather shorths.  Elastic waist band.",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121252,,,,,,,Size," L",,1,,Gender,Men,,1,
,variation,,"Suvi NYC Men's leather shorts. Lambskin. Classy. Elegant. 100 % Turkish leather.  Luxurious leather shorths.  Elastic waist band.",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121252,,,,,,,Size," XL",,1,,Gender,Men,,1,
,variation,,"Suvi NYC Men's leather shorts. Lambskin. Classy. Elegant. 100 % Turkish leather.  Luxurious leather shorths.  Elastic waist band.",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121252,,,,,,,Size," 2XL",,1,,Gender,Men,,1,
,variation,,"Suvi NYC Men's leather shorts. Lambskin. Classy. Elegant. 100 % Turkish leather.  Luxurious leather shorths.  Elastic waist band.",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121252,,,,,,,Size,3XL,,1,,Gender,Men,,1,
,variation,,"Suvi NYC Men's leather shorts. Lambskin. Classy. Elegant. 100 % Turkish leather.  Luxurious leather shorths.  Elastic waist band.",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121252,,,,,,,Size,S,,1,,Gender," Women",,1,
,variation,,"Suvi NYC Men's leather shorts. Lambskin. Classy. Elegant. 100 % Turkish leather.  Luxurious leather shorths.  Elastic waist band.",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121252,,,,,,,Size," M",,1,,Gender," Women",,1,
,variation,,"Suvi NYC Men's leather shorts. Lambskin. Classy. Elegant. 100 % Turkish leather.  Luxurious leather shorths.  Elastic waist band.",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121252,,,,,,,Size," L",,1,,Gender," Women",,1,
,variation,,"Suvi NYC Men's leather shorts. Lambskin. Classy. Elegant. 100 % Turkish leather.  Luxurious leather shorths.  Elastic waist band.",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121252,,,,,,,Size," XL",,1,,Gender," Women",,1,
,variation,,"Suvi NYC Men's leather shorts. Lambskin. Classy. Elegant. 100 % Turkish leather.  Luxurious leather shorths.  Elastic waist band.",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121252,,,,,,,Size," 2XL",,1,,Gender," Women",,1,
,variation,,"Suvi NYC Men's leather shorts. Lambskin. Classy. Elegant. 100 % Turkish leather.  Luxurious leather shorths.  Elastic waist band.",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121252,,,,,,,Size,3XL,,1,,Gender," Women",,1,
,variable,12121262,"EE Branded Premium Mesh Mens Athletic Shorts",1,0,visible,,"
    If you want both-sided printing, please add the product in this link to your cart as much as the T-shirt quantity.
https://www.etsy.com/listing/911568734/both-side-printFore bulk orders (10 pieces or more),Please contact with us and we can provide you more discounts.
Please be aware of that we can not make changes on the design. Thank you for your understanding.

This customized gift can be used by all the members of family, it will be the best wanderlust, travel apparel unisex personalized shirt ever!

👉 Product Details:The T-Shirts, Hoodies, Youth, Toddler and Baby Suits are unisex.👈


👉Reading the Sizing Chart: Please note that the sizing chart includes the measurements of one side of the shirt, not the circumference. 👈

👉Please review all the sizing charts that were added in the product pictures.

👉How Do I Order👈
1️⃣ Please review all the information provided before placing an order
2️⃣ Select the shirt type and size using the drop down menu.
3️⃣ Select the color of the shirt using the following drop down menu.
4️⃣ Please add the vinyl color (white or black) in the optional message section of the order.
5️⃣ Need more Items? Add the current item in the cart. And If you like to add more items to your order please press the back button and repeat steps 1-4 again.
6️⃣ Once all your desired items are in your cart you may complete your order by entering your payment method, desired shipping address and click submit.


We are working with 3 different shirt brands. If you want specific one please send message to us. Otherwise available brand will be shipped.

👉When Can I Expect My Order 👈
Processing Time: 2-5 days
During holidays please expect delays as the amount of orders are slightly higher than usual, although we will do our best to get your order to you as soon as possible.

👉Shipping Time👈
First Class shipping will take 1-5 business days
Priority shipping which includes tracking will take 2-3 business days.

👉Care Instructions 👈
Wash items inside out in cold water, do not bleach, do not dry clean, do not iron directly on the design.

👉Returns👈
All items are made-to-order. Because of the nature of these items, unless they arrive damaged or defective, I cant",,,taxable,,1,100,,0,0,,,,,1,,,,Short,Short,,"https://i.etsystatic.com/36779408/r/il/871c38/4975635243/il_fullxfull.4975635243_isg7.jpg,https://i.etsystatic.com/36779408/r/il/18c458/4765579260/il_fullxfull.4765579260_pwpa.jpg,https://i.etsystatic.com/36779408/r/il/f2a670/4509117110/il_fullxfull.4509117110_anf7.jpg,https://i.etsystatic.com/36779408/r/il/d0a8b6/4509120974/il_fullxfull.4509120974_1uso.jpg,https://i.etsystatic.com/36779408/r/il/e12150/4556487421/il_fullxfull.4556487421_nmfo.jpg,https://i.etsystatic.com/36779408/r/il/0791b5/4927383448/il_fullxfull.4927383448_qzuo.jpg,https://i.etsystatic.com/36779408/r/il/6abaea/4556491487/il_fullxfull.4556491487_a52g.jpg,https://i.etsystatic.com/36779408/r/il/19e73f/4556487561/il_fullxfull.4556487561_78m9.jpg",,,,,,,,,,Size,"S, M, L, XL, 2XL,3XL",0,1,"Adult Unisex Shirt / S",Gender,"Men, Women",0,1,Men
,variation,,"EE Branded Premium Mesh Mens Athletic Shorts",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121262,,,,,,,Size,S,,1,,Gender,Men,,1,
,variation,,"EE Branded Premium Mesh Mens Athletic Shorts",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121262,,,,,,,Size," M",,1,,Gender,Men,,1,
,variation,,"EE Branded Premium Mesh Mens Athletic Shorts",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121262,,,,,,,Size," L",,1,,Gender,Men,,1,
,variation,,"EE Branded Premium Mesh Mens Athletic Shorts",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121262,,,,,,,Size," XL",,1,,Gender,Men,,1,
,variation,,"EE Branded Premium Mesh Mens Athletic Shorts",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121262,,,,,,,Size," 2XL",,1,,Gender,Men,,1,
,variation,,"EE Branded Premium Mesh Mens Athletic Shorts",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121262,,,,,,,Size,3XL,,1,,Gender,Men,,1,
,variation,,"EE Branded Premium Mesh Mens Athletic Shorts",1,0,visible,,,,,taxable,parent,1,,,,0,,,,,0,,,100,Short,Short,,,,,12121262,,,,,,,Size,S,,1,,Gender," Women",,1,
