ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 3 default"
,variation,15108891949,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,15.6,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / S",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Navy",,1,,,,,
,variation,151088919410,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,15.6,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / S",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Orchid",,1,,,,,
,variation,151088919411,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,15.6,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / S",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Peach",,1,,,,,
,variation,151088919412,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,15.6,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / S",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Raspberry",,1,,,,,
,variation,151088919413,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,15.6,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / M",,1,size,"S, M, L, XL ,2XL, 3XL",Black,,1,,,,,
,variation,151088919414,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,15.6,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / M",,1,size,"S, M, L, XL ,2XL, 3XL",White,,1,,,,,
,variation,151088919415,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,15.6,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / M",,1,size,"S, M, L, XL ,2XL, 3XL",Red,,1,,,,,
,variation,151088919416,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,15.6,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / M",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Dark Grey",,1,,,,,
,variation,151088919417,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,15.6,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / M",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Deep Teal",,1,,,,,
,variation,151088919418,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,15.6,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / M",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Grey",,1,,,,,
,variation,151088919419,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,15.6,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / M",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Mauve",,1,,,,,
,variation,151088919420,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,15.6,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / M",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Maroon",,1,,,,,
,variation,151088919421,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,15.6,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / M",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Military Green",,1,,,,,
,variation,151088919422,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,15.6,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / M",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Navy",,1,,,,,
,variation,151088919423,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,15.6,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / M",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Orchid",,1,,,,,
,variation,151088919424,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,15.6,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / M",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Peach",,1,,,,,
,variation,151088919425,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,15.6,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / M",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Raspberry",,1,,,,,
,variation,151088919426,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,16.8,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / L",,1,size,"S, M, L, XL ,2XL, 3XL",Black,,1,,,,,
,variation,151088919427,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,16.8,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / L",,1,size,"S, M, L, XL ,2XL, 3XL",White,,1,,,,,
,variation,151088919428,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,16.8,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / L",,1,size,"S, M, L, XL ,2XL, 3XL",Red,,1,,,,,
,variation,151088919429,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,16.8,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / L",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Dark Grey",,1,,,,,
,variation,151088919430,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,16.8,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / L",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Deep Teal",,1,,,,,
,variation,151088919431,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,16.8,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / L",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Grey",,1,,,,,
,variation,151088919432,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,16.8,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / L",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Mauve",,1,,,,,
,variation,151088919433,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,16.8,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / L",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Maroon",,1,,,,,
,variation,151088919434,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,16.8,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / L",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Military Green",,1,,,,,
,variation,151088919435,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,16.8,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / L",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Navy",,1,,,,,
,variation,151088919436,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,16.8,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / L",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Orchid",,1,,,,,
,variation,151088919437,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,16.8,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / L",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Peach",,1,,,,,
,variation,151088919438,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,16.8,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / L",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Raspberry",,1,,,,,
,variation,151088919439,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,17.4,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / XL",,1,size,"S, M, L, XL ,2XL, 3XL",Black,,1,,,,,
,variation,151088919440,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,17.4,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / XL",,1,size,"S, M, L, XL ,2XL, 3XL",White,,1,,,,,
,variation,151088919441,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,17.4,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / XL",,1,size,"S, M, L, XL ,2XL, 3XL",Red,,1,,,,,
,variation,151088919442,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,17.4,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / XL",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Dark Grey",,1,,,,,
,variation,151088919443,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,17.4,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / XL",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Deep Teal",,1,,,,,
,variation,151088919444,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,17.4,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / XL",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Grey",,1,,,,,
,variation,151088919445,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,17.4,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / XL",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Mauve",,1,,,,,
,variation,151088919446,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,17.4,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / XL",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Maroon",,1,,,,,
,variation,151088919447,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,17.4,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / XL",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Military Green",,1,,,,,
,variation,151088919448,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,17.4,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / XL",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Navy",,1,,,,,
,variation,151088919449,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,17.4,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / XL",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Orchid",,1,,,,,
,variation,151088919450,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,17.4,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / XL",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Peach",,1,,,,,
,variation,151088919451,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,17.4,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / XL",,1,size,"S, M, L, XL ,2XL, 3XL","Heather Raspberry",,1,,,,,
,variation,151088919452,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,18.6,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / 2XL",,1,size,"S, M, L, XL ,2XL, 3XL",Black,,1,,,,,
,variation,151088919453,"Funny Halloween Shirt, Cute Cat T Shirt, Pumpkin Vneck Shirt, Kids Graphic Tees, Halloween Gifts, Cat Mom Gift, Spooky Season Sweatshirt",1,,visible,,,,,taxable,,1,100,,1,0,,,,,1,0,,,18.6,,,,,,,1510889194,,,,,,gender,"men,women","Adult Unisex Shirt / 2XL",,1,size,"S, M, L, XL ,2XL, 3XL",White,,1,,,,,
